REG_NO,NAME,NUMBER,STREET1,STREET2,TOWN,TOWNLAND,COUNTY,COUNTY_ID,PLANAUTH,COMPOSITION,APPRAISAL,DATEFROM,DATETO,RATING,ORIGINAL_TYPE,X_COORD,Y_COORD,X_COORD_ITM,Y_COORD_ITM,LATITUDE,LONGITUDE,IMAGE_LINK,WEBSITE_LINK,SURVEY_ID
13303025,Forbes Family Vault,,,,Newtown-Forbes,TOWNPARKS (LONGFORD BY.),Longford,LF,LF,"Attached single-bay gable-fronted Gothic style mausoleum, built c. 1870.  Pitched limestone flagged roof with raised cut limestone verge to the east end having a carved stone Celtic cross final to gable apex.  Cut stone eaves courses in form of continuous kneeler stones.  Snecked rock-faced limestone walls with dressed limestone quoins to the corners and cut limestone quatrefoil motifs to the side elevations, two to each side.  Pointed arch door opening to the front elevation (east) with banded cut stone colonnettes, chamfered reveals, moulded cut stone head, moulded hoodmoulding and double-leaf timber doors with wrought-iron straps/hinges.  Carved coat of arms of Forbes family over doorway, to pointed arch recess above door, flanked to either side by pierced quatrefoil motifs.  Cut limestone quatrefoil motif above door opening to gable apex.  Located within the grounds of St. Mary's Roman Catholic church (1303026), abutting chancel gable.","A picturesque small-scale Gothic style mausoleum erected for Forbes family of Castle Forbes (13303001).  Fine workmanship and high quality stone masonry is evident in the well-carved doorway with colonnettes, the Forbes family coat of arms and in the stone roof, where limestone flags overlay one another.  The Gothic theme of this mausoleum complements the original style of St. Mary's Roman Catholic church (13303026), now much altered.  Abutting the church, this mausoleum holds caskets with the remains of the Forbes family and forms part of an extensive collection of sites/structures associated with Castle Forbes (13303001).  It was possibly built to designs by J.J. McCarthy (1817 – 1882), the architect responsible for the associated church.",1860,1880,Regional,mausoleum,210992,279631,610941,779648,53.76631916,-7.834051036,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/13303025_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LF&regno=13303025,SURV018
13303026,St. Mary's Roman Catholic Church,,,,Newtown-Forbes,TOWNPARKS (LONGFORD BY.),Longford,LF,LF,"Freestanding gable-fronted Roman Catholic church, built 1861 - 64, remodeled and roof lowered in 1974.  Comprising six-bay nave with a single-bay entrance porch to the north elevation and shallow chancel to the east having sacristy attached to the south.  Pitched metal-sheeted roof with gablets/rooflights.  Central pyramidal spire-like rooflight to east end, lighting chancel.  Snecked limestone walls with flush quoins to the corners.  Clasping coursed limestone buttresses to the entrance front (west), flanking main entrance and to the corners, and at corners of chancel (east), having cut stone plinths and stepped heads.  Paired pointed arch window openings to nave with chamfered cut surrounds.  Pointed arch windows to front elevation (east) with cut limestone plate tracery.  Shouldered window openings to sacristy.  Three graded pointed arch lancet openings to chancel gable having chamfered cut stone surrounds and stained glass windows.  Pointed arch door opening to centre of front elevation (east) with chamfered cut limestone surround/reveal, double-leaf timber door and hoodmoulding over with carved label stops in the form of human faces.  Pointed arch door opening to porch to north elevation with chamfered limestone surround, double-leaf timber door and with hood moulding over with squared limestone stops.  Pointed arch door opening to sacristy with block-and-start limestone surround and limestone steps.  Modernised interior with open truss steel roof.  Located to the centre of Newtown-Forbes, to the east side of the main street.  Forbes family mausoleum (13303025) to rear (east), abutting chancel gable.","This Roman Catholic church occupies a focal point in the centre of Newtown-Forbes.  It retains much interesting fabric, particularly the surrounds to the window and door openings and the carved head stops to the main doorway, despite a drastic modernisation in 1974 that resulted in the lowering of the roof following structural damage.  It was originally built to designs by the architect J.J. McCarthy (1817 – 1882), one of the foremost church architects of his day.  The foundation stone was laid in May 1861 and it was opened in December 1864.  The main contractor involved was Gardiner.  McCarthy was commissioned by the Forbes family to carry out extensive remodeling at Castle Forbes (13303001) around the same time and they may have funded the work here at this church.  It originally had side aisles, which are now incorporated into the main body of the church.  The interior is much altered by retains limestone columns to the chancel arch with Early English capitals over.  The present church is built on the site of an earlier Roman Catholic chapel, which was T-shaped in plan. It forms an interesting pair with the mausoleum (13303026) to the rear and is an integral element of the built heritage and social history of Newtown-Forbes.",1860,1865,Regional,church/chapel,210975,279638,610924,779655,53.76637957,-7.834314853,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/13303026_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LF&regno=13303026,SURV018
13303027,,,,,Newtown-Forbes,TOWNPARKS (LONGFORD BY.),Longford,LF,LF,"End-of-terrace three-bay single-storey vernacular house, built c. 1850.  Steeply pitched artificial slate roof with rendered chimneystacks to either end (north and south) and a raised rendered verge to the south gable.  Painted roughcast rendered walls with smooth rendered quoins and plinth.  Square-headed window openings with two-over-two pane timber sliding sash windows having painted sills.  Central square-headed door opening with timber battened door having plain overlight above.  Fronts directly onto street to the west side of the main street running through Newtown-Forbes.","This picturesque small-scale house is one of the few vernacular dwellings still extant in Newtown-Forbes.  It retains much of its early fabric, including timber sash windows.  The steeply pitched roof with a raised verge to one end suggests that it was originally thatched.  The window to the interior of the lobby is a noteworthy feature and an interesting survival.  This building is of a type that was once commonplace in Irish towns and villages but now very rare.  Although modest in form and scale, this vernacular dwelling makes a positive contribution to the streetscape and it contrasts attractively contrasts which the architectural form of the estate worker's houses located to the south.",1820,1880,Regional,house,210936,279709,610885,779726,53.76702002,-7.834905666,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/13303027_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LF&regno=13303027,SURV018
13303028,Castle Forbes,,,,Newtown-Forbes,CASTLEFORBES DEMESNE,Longford,LF,LF,"Main entrance gates to Castle Forbes (13303001), erected, c. 1820, comprising a pair of cut limestone gate piers (on square-plan) having cut limestone capstones and replacement gates.  Main carriage entrance flanked to either side (north and south) by sections of rubble limestone walling having integral square-headed pedestrian entrances with cut stone surrounds and wrought-iron gates, and terminated by cut stone gate piers with cut stone capstones.  Flanking rubble limestone walls on quadrant-plan to either side, terminated by cut stone piers on square-plan with cut stone capstones.  Located to the centre of Newtown-Forbes, to the west side of the main street, and to the east of Castle Forbes (13303001).  Altered single-storey gate lodge to the south.","This imposing and well-crafted gateway serves as the main entrance to Castle Forbes (13303001) and forms part of an extensive collection of related structures/sites associated with this important demesne.  Good quality craftsmanship is apparent in the cut limestone gate piers and the surrounds to the pedestrian entrance.  The simple but imposing flanking walls add to the setting and help create a suitably impressive main entrance to the castle/house.  It creates an appealing feature in the centre of Newtown-Forbes, which is indicative of the central role Castle Forbes has played in the development of Newtown-Forbes.",1800,1840,Regional,gates/railings/walls,210900,279618,610849,779635,53.76620066,-7.835447124,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/13303028_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LF&regno=13303028,SURV018
13303029,,,,,Newtown-Forbes,TOWNPARKS (LONGFORD BY.),Longford,LF,LF,"Detached eleven-bay two-storey former convent, built 1869, having a central single-bay gable-fronted breakfront to the centre of the main elevation (east).  Central two-storey return to the rear (west) and convent chapel (13303030) attached to the north end.  Originally in use as an orphanage.  Later in use as a boarding school, now in use as apartments.  Hipped artificial slate roof with terracotta ridge cresting and five moulded rendered chimneystacks.  Pitched artificial slate roof to breakfront with raised verge having kneeler stones and with a Celtic cross finial over.  Ruled-and-lined rendered walls over smooth rendered plinth with raised quoins to the corners of main building and to breakfront.  Pointed-segmental/Tudor-arched window openings to ground floor with one-over-one pane timber sliding sash window, overlights and painted render surrounds and sills.  Square-headed window openings to first floor with one-over-one pane timber sliding sash windows having render surrounds.  Bipartite pointed-segmental/Tudor-arched window opening to breakfront at ground floor level (possibly originally a doorway) with one-over-one pane timber sliding sash windows, plain overlight, hoodmoulding over and flanked to either side by ogee-headed window openings with square-headed windows.  Oriel window to breakfront at first floor level having rendered mullions and with string courses over.  Statue over oriel window. Pointed arch door openings to rear west having timber battened doors with overlights.  Set back from road in own grounds to the north end of Newtown-Forbes.  Modern boundary wall to road-frontage, modern apartment blocks to the rear.  Nuns' graveyard to the west/southwest (not viewed).","A substantial and well-proportioned mid-to-late nineteenth century convent building, which retains its original imposing form and character despite recent conversion to a new use.  The Institutional Gothic form of this building is characteristic of the convent architecture in Ireland during the second half of the nineteenth century, a period when a great many buildings of this type were constructed.  The plain front façade is enlivened by the advanced gable-fronted central bay/breakfront the variety and treatment of the window openings.  This convent was founded at the request of the Forbes family of Castle Forbes (13303001) and originally functioned as an orphanage and industrial school to benefit the poor of the Granard estate.  The Earl of Granard donated the site to the Mercy Sisters.  It was in use as a school until recent years.  This building is of social importance to the local community as a former convent, school and orphanage and is an historical reminder of the role of the Sisters of Mercy in Newtown-Forbes.  It forms a pair of structures with the associated convent chapel (13303030), attached to the north, and is an integral element of the built heritage of County Longford.",1865,1875,Regional,convent/nunnery,211008,279917,610957,779934,53.768884,-7.833807124,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/13303029_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LF&regno=13303029,SURV018
13303030,,,,,Newtown-Forbes,TOWNPARKS (ARDAGH BY.),Longford,LF,LF,"Attached former convent church on cruciform-plan, built c. 1897, with three-bay nave to the east, single-bay transepts to the north and south, polygonal chancel to the west, single-storey sacristy attached to the north side of the chancel and a bell-tower on (square-plan) attached to the east end having a slated spire over.  Pitched natural slate roof with terracotta ridge cresting and wrought-iron cross finials to gable ends and over spire.  Painted smooth rendered walls over chamfered plinth with flush limestone quoins to the corners and limestone buttresses to the corners and to the sides of nave.  Pointed arch window openings, some paired, with block-and-start limestone surrounds and rose windows to transept gables, all having stained glass.  Tripartite window to chancel gable with Geometric tracery and stained glass windows.  Ogee-headed window openings to sacristy.  Pointed arch door openings to tower at belfry level having louvered fittings.  Pointed arch door openings with block-and-start limestone surrounds and granite steps.  Shouldered door opening to sacristy with block-and-start limestone surround.  Located to north of former convent (13303029) and to the north end of Newtown-Forbes.","An impressive and richly detailed Gothic style convent chapel, which retains its early form, character and fabric.  Limestone dressings have been used to good effect on this church, and provide interesting textural detailing against the plain rendered walls.  Artistic detailing is apparent in the execution of the window and door openings and in the stained glass windows.  Of particular merit are the fine Geometric window to the chancel gable and the rose windows to the transepts.  It was built to designs by the eminent architect William Hague (1836 – 99) and was completed shortly before his death.  This church/chapel forms an interesting pair of related structures with the associated convent (13303029) to the southeast, and it provides an attractive entrance into Newtown-Forbes along the main approach road from the northwest.",1895,1900,Regional,church/chapel,210994,279943,610943,779960,53.76912101,-7.834014214,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/13303030_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LF&regno=13303030,SURV018
13401522,,,,,,FREAGHMEEN,Longford,LF,LF,"Detached four-bay single-storey vernacular house, built c. 1800, having off centre windbreak to front elevation, and four single-storey outbuilding adjoining northeast gable aligned with house.  Pitched corrugated-metal roof with rendered chimneystack.  Painted rendered battered mud walls with stone footings and masonry construction to the corners.  Square-headed window openings with timber windows, having eight-pane swivelling toplights over eight-pane lower lights, having stone sills.  Square-headed door opening to windbreak porch with timber battened door.  Set back from road, at a right-angle to the road alignment, to the east of Edgeworthstown.  Outbuilding attached to the northeast gable of house having corrugated-metal roof, rendered rubble stone walls and square-headed openings with timber fittings.  Yard to front of house (southeast) having four-bay single-storey outbuilding to the south having corrugated-metal roof, rendered walls and square-headed openings with timber fittings.  Modern house adjacent to the southeast and modern farm outbuildings to site.  Modern farm gates gives access to yard from the northeast.","Although this vernacular house is now out of use, it retains its early character and form.  The steeply pitched corrugated-metal roof suggests that this building was formerly thatched.  The long low profile of this structure is typical of many modest vernacular buildings in Ireland, with an outbuilding abutting it lengthways.  The position of the chimneystack, offset to the centre of the building and roughly in line with the windbreak porch, suggests that this building may have the lobby-entry plan that is characteristic of the vernacular architecture of the midlands of Ireland.  This building is aligned at a right angle to the road alignment, which is another characteristic feature of the vernacular architecture of Ireland.  The projecting entrance bay provides a windbreak, and the house is oriented in such a way as to minimise exposure to the elements.  Of particular interest is the building material used in the construction of this house, now partially exposed due to the failure of the render coat.  The house has rubble stone footings and rubble stone construction to the corners, while the main body of the building is constructed using compacted clay/mud.  It is a rare surviving example of a building of this construction in County Longford, which adds to its importance.  Mud-walled vernacular houses are more common in the east and southeast of Ireland, but are rare in the north midlands.  The multi-pane timber casement windows are another interesting survival.  Buildings of this type were once a ubiquitous feature of the Irish rural country but are now becoming increasingly rare.  The associated vernacular outbuildings complete the setting of this building, which is an integral element of the built heritage of the local area.",1780,1820,Regional,house,233346,273258,633290,773276,53.70811186,-7.495776647,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/13401522_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LF&regno=13401522,SURV018
13401523,,,,,,CLONCA,Longford,LF,LF,"Detached five-bay single-storey thatched house, built c. 1800, having recent flat-roofed porch to front (southeast) elevation and two recent single-bay single-storey extensions, one with flat roof and one with pitched tiled roof, to rear elevation (northwest).  Single-storey outbuilding with corrugated-metal roof abutting northeast gable end of house.  Pitched thatched roof with raised rendered verges to gable ends and three rendered chimneystacks.  Painted roughcast rendered walls over smooth rendered plinth course.  Square-headed window openings with one-over-one pane timber sliding sash windows with painted sills.  Some replaced timber casement windows to rear elevation (northwest) and to single-storey extensions to northwest.  Square-headed door opening to southwest side of porch having glazed timber door.  Flat-roofed entrance porch to southwest gable end of recent extension to northwest having round-headed opening with recessed square-headed doorway with glazed timber door.  Set back from road, at right-angle to road alignment to the east of Edgeworthstown.  Rendered boundary walls and modern gates to road frontage.  Complex of single-storey outbuildings arranged around a courtyard to the front of the house (southeast) having pitched corrugated-metal roofs, painted rendered rubble stone walls, and square-headed openings.","Although extended and now unoccupied, this thatched house retains much of its early character and form.  It also retains much of its early fabric, including timber sliding sash windows, c. 1900.  Of particular significance is the survival of the thatched roof, and this building  represents a rare surviving example of a thatched house in County Longford.  The long low profile of this structure is typical of many modest thatched buildings in Ireland, with an outbuilding abutting it lengthways.  It is aligned at a right-angle to the road alignment, which is another characteristic feature of the Irish vernacular tradition.  The form of this building, and the three chimneystacks, indicates that this building was extended to the northwest end at some stage.  The sheltered site, the outbuildings forming a yard to the front of the house, and the small irregularly spaced windows are also typical of buildings of this type in rural Ireland.  This building is an interesting feature in the rural landscape to the east of Edgeworthstown, and is an integral element of the built heritage of the local area.",1780,1820,Regional,house,231549,272704,631493,772723,53.70324839,-7.523043558,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/13401523_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LF&regno=13401523,SURV018
13401524,,,,,,BRACKLON,Longford,LF,LF,"Semi-detached three-bay single-storey thatched house having flat-roofed windbreak porch to front elevation (southeast), built c. 1800.  Later two-bay two-storey house attached to southwest gable end, c. 1880, having lean-to extension to rear (northwest) and possibly incorporating fabric of earlier building.  Thatched roof to single-storey house having hipped end to the northeast and pitched end to the southwest.  Rendered chimneystack offset to the centre.  Painted roughcast rendered walls over smooth rendered plinth course.  Square-headed window openings with replacement windows and painted sills.  Square-headed doorway to the front face of windbreak porch having replacement door.  Two-storey house attached to the southwest end with pitched slate roof having raised rendered verges and render chimneystacks to gable ends, roughcast rendered walls over smooth rendered plinth course, and square-headed window openings with stone sills and replacement fittings.  Rubble stone boundary wall and wrought-iron pedestrian gate to northwest end of thatched house.  Set well back from road in own grounds to the north of Edgeworthstown.  Two-bay single-storey outbuilding to southwest with pitched corrugated-metal roof, rubble stone walls, and square-headed openings.  Rendered boundary wall to south of site.  Set on the side of a cul-de-sac, off a public road.  Entrance gateway to the northeast comprising a pair of rendered gate piers (on square-plan) having wrought-iron flat bar gates.  Gateway flanked to either side by sections of rendered boundary wall on splayed profile.","This interesting thatched house retains much of its original form and character despite the loss of original fittings to the openings.  Of particular significance is the survival of the thatched roof, and it represents a rare surviving example of a thatched house in County Longford.  The form of this roof is unusual as one end is hipped and the other pitched, probably on an account of this structure being semi-detached in form.  This represents one of the very rare examples of a thatched building with a hipped roof in County Longford.  Thatched buildings with hipped roofs are much more commonly found in the east and the southeast of Ireland.  This building may have originally formed part of a pair of semi-detached vernacular houses, with the building to the southwest gable end replacing an earlier building (Ordnance Survey first edition six-inch map 1838).  While this thatched building is single-storey, it is nearly as tall as the later two-storey attached to its southwest gable.  The southwest end of the front elevation is slightly battered, which hunts that this building may be of considerable antiquity.  The position of the chimneystack, offset to the centre of the building and roughly in line with the windbreak porch, suggests that this building has the lobby-entry plan that is characteristic of the vernacular architecture of the midlands of Ireland.  This building, although altered, is an interesting example of a vernacular house and represents an integral element of the built heritage of the local area.  The simple outbuilding to the southwest, the stone boundary wall and the wrought-iron gates enhance the setting.",1780,1820,Regional,house,224605,273529,624551,773547,53.71102958,-7.628111118,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/13401524_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LF&regno=13401524,SURV018
13401525,,,,,,ASNAGH,Longford,LF,LF,"Detached three-bay two-storey house, built c. 1880, now disused.  Hipped natural slate roof with a central pair of rendered chimneystacks and sections of cast-iron rainwater goods.  Roughcast rendered walls over smooth rendered plinth course.  Square-headed window openings with two-over-two pane timber sliding sash windows and limestone sills.  Central round-headed door opening to main elevation (southwest) with timber battened door and plain fanlight.  No outbuildings, gates, railings or boundary walls.  Set back from a lane, off road, in own grounds.  Grounds now heavily overgrown.  Located to the southwest of Granard and the northeast of Edgeworthstown.","This simple but well-proportioned house retains its early form and character.  This house is typical of the ubiquitous middle-sized three-bay two-storey house that is so prevalent in rural Ireland.  Its proportions are classically-inspired with a central round-headed doorway and a rigid symmetry to the front elevation.  Although now in poor repair, the retention of features such as lime render, natural roof slates and timber sliding sash windows, and the lack of inappropriate materials or additions, makes this a rare example of its type in such original condition.  This building, set well-back from the road, is an interesting example of its type and date and is an addition to the built heritage of the local area.",1860,1900,Regional,house,229941,275685,629886,775703,53.73012312,-7.547098991,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/13401525_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LF&regno=13401525,SURV018
13401526,Coolamber Manor,,,,,CLOONSHANNAGH OR COOLAMBER MANOR DEMESNE,Longford,LF,LF,"Detached two-storey single-bay former outbuilding or house associated with Coolamber Manor (13401520), built c. 1830, now in disuse.  Hipped natural slate roof with central rendered chimneystack and projecting cut stone eaves course.  Coursed roughly dressed limestone masonry walls with flush dressed limestone quoins to the corners.  Square-headed window openings with cut limestone sills, flush dressed limestone surrounds and remains of timber sliding sash fittings.  Square-headed door opening to northwest elevation with dressed limestone surround having timber panelled door.  Located to the northwest of Coolamber Manor (13401520) and adjacent to former walled garden and curvilinear glasshouse (13401528).","This former outbuilding/house forms part of an extensive collection of structures associated with Coolamber Manor (13501520).  Although now out of use, it retains much of its early form and character.  It is constructed using good quality limestone masonry, and has dressed limestone detailing to the openings and a cut stone eaves course.  Its detailing and construction compliments that found to the main complex of outbuildings (13401521) associated with Coolamber Manor adjacent to the southwest.  The location of this building adjacent to the former walled garden complex (13401528), and the presence of a chimneystack, suggests that it may have been in originally in use as a gardener’s house, although the scarcity of window openings hints that it was not in regular domestic use (the blank back wall suggests that it may have been a gate house serving a rear entrance to Coolamber.  This building forms part of an extensive group of related structures, which together provide an interesting historical insight into the extensive resources required to run and maintain a large country estate in Ireland during the nineteenth century.",1825,1835,Regional,outbuilding,232105,274220,632049,774238,53.71682929,-7.514462896,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/13401526_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LF&regno=13401526,SURV018
13401527,Coolamber Manor,,,,,CLOONSHANNAGH OR COOLAMBER MANOR DEMESNE,Longford,LF,LF,"Detached five-bay single-storey outbuilding and worker’s accommodation associated with Coolamber Manor (13401520), built c. 1830, on split-level site having two-storey elevation to rear (northwest).  Now disused.  Hipped natural slate roof with cut stone eaves course, remaining sections of cast-iron rainwater goods, and a rendered chimneystack.  Roughly dressed and squared limestone rubble masonry walls with flush dressed limestone quoins to the corners.  Two segmental-headed carriage arches to the centre of the rear elevation (northeast) having roughly dressed limestone voussoirs.  Square-headed window openings to front elevation (southeast) having dressed limestone surrounds and cut limestone sills.  Fittings now gone.  Square-headed openings with dressed limestone surrounds and remains of timber battened doors. Located to the northwest of Coolamber Manor (13401520) and adjacent to former walled garden and curvilinear glasshouse (13401528).","This former outbuilding and former estate worker’s house(s) forms part of an extensive collection of structures associated with Coolamber Manor (13501520).  Although now out of use, it retains much of its early form and character.  It is constructed using good quality limestone masonry, and has dressed limestone detailing to the openings and a cut stone eaves course.  Its detailing and construction compliments that found to the main complex of outbuildings (13401521) associated with Coolamber Manor adjacent to the southwest.  The form of this building, and its location outside the rear entrance to Coolamber Manor,  suggests that it was in use as an estate worker’s house, while the lower storey to rear (northwest) was in use as outbuildings.  This building forms part of an extensive group of related structures, which together provide an interesting historical insight into the extensive resources required to run and maintain a large country estate in Ireland during the nineteenth century.  Good quality materials have been used throughout the building as can be seen in the cut limestone sills and dressings to the windows and doors.",1825,1835,Regional,worker's house,232105,274274,632050,774292,53.71731484,-7.514451608,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/13401527_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LF&regno=13401527,SURV018
13401528,Coolamber Manor,,,,,CLOONSHANNAGH OR COOLAMBER MANOR DEMESNE,Longford,LF,LF,"Detached single-storey curvilinear green house associated with Coolamber Manor (13401520), built c. 1850.  Constructed of small glass panes set in wrought-iron superstructure.  Rendered brick plinth wall to front (southeast) having wrought-iron window openings over.  Render walls on quadrant profile to either end (southwest and northeast).  Coursed squared rubble limestone wall to rear (formerly part of walled garden) having red brick section over with segmental-headed window openings having remains of timber fittings; number of openings now blocked.  Square-headed door opening to the rendered wall to the southwest end of green house having replacement glazed timber door.  Cut stone coping over rear wall.  Set in walled garden (on irregular-plan) associated with Coolamber Manor, laid out c. 1830, having coursed rubble stone walls, brick lined to the interior faces, having cut stone coping over a number of sections.  Located to the west of Coolamber Manor (13401520) and to the south/southwest of complex of outbuildings (13401521).","This graceful curvilinear green/glass house associated with Coolamber Manor (13401520) retains its early form and character.  Its construction in wrought-iron is of technical merit, and it survives in good condition despite being out of use.  This green house probably dates to mid-to-late nineteenth century, and was built against the boundary wall of an existing walled garden, built c. 1830.  This walled garden is solidly constructed using squared rubble stone masonry and has brick-lined walls to the interior to retain heat and promote growth of produce (orchard) for use in the main house to the east.  This green house and the walled garden complex provide an interesting historical and social insight into the extensive resources needed to run and maintain a large country estate in Ireland during the nineteenth century.  They form part of a wider collection of structures associated with Coolamber Manor, and are important elements of the built heritage of County Longford.",1830,1860,Regional,walled garden,232129,274223,632073,774241,53.71685818,-7.514104405,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/13401528_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LF&regno=13401528,SURV018
13401601,New Grove,,,,,COOLDONEY,Longford,LF,LF,"Detached five-bay three-storey house, built c. 1750, having three-bay return to the centre of the rear elevation (west) and later lean-to single-bay single-storey entrance porch to the centre of the main elevation (east).  Single-bay two-storey addition to south side of re-entrant corner of return, and single-bay single-storey extension to the south side of return.  Pitched natural slate roofs to main body of building and to return having cut stone eaves course, cut stone raised verges to gable ends, rendered brick chimneystacks to gable ends, and remains of cast-iron rainwater goods.  Single pitched natural slate roof to later porch to front (east), and to additions to rear.  Roughcast rendered finish over rubble stone construction, lined-and-ruled rendered walls to porch.  Square-headed window openings with remains of timber sliding sash windows having three-over-three pane to second floor, and six-over-six pane to lower floors, all with stone sills.  Flush red brick block-and-start surrounds to window openings, formerly rendered.  Square-headed window openings with stone sills to sides of porch having leaded stained glass windows with painted floral motifs to centres.  Square-headed door opening to front face of porch having timber surround with console brackets, door now missing.  Set back from road in extensive mature grounds to the south of Abbeylara.  Section of coursed squared limestone wall to south side of house having integral segmental-headed carriage arch with dressed limestone voussoirs.  Square-headed integral pedestrian entrance adjacent to the north of carriage arch.  Multiple-bay two-storey outbuilding to the southwest having pitched natural slate roof with raised verges to gable ends (north and south) and brick chimneystack, roughcast rendered finish over rubble stone construction, square-headed window and door openings with remains of timber fittings, and central segmental-headed carriage arch with round opening over at first floor level.  Ruinous two-storey outbuilding attached to the south end of outbuilding, and to the south side of entrance to the south of house.  Modern house adjacent to the north.","Although now ruinous, this substantial three-storey house retains its early form and character.  It also retains much of its early fabric, including natural slate roof and remains of timber sliding sash windows.  The narrow single-pile form with stairwell to rear return, the pitched roof with end chimneystacks, and the slight change in distance between the fenestration pattern of central bay to the front elevation (east) in comparison to flanking window openings all suggests that this building may be of considerable antiquity, perhaps dating for the first decades of the eighteenth century.  There is also some evidence to suggest that the third-storey is a later addition (stone work to rear).  The porch is a later addition, and the stained glass windows to the sides of this porch were apparently taken from the Church of Ireland church at Abbeylara to the north, now demolished.  The substantial two-storey outbuilding to the southwest survives in good condition and adds considerably to the setting of this house, providing an interesting historical insight into the extensive resources required to run and maintain a middle-sized landholding in Ireland during the eighteenth and nineteenth century.  New Grove was the home of the Hinds family from the late-eighteenth century at the latest (Will of a John Hinds, Newgrove dated 1791, died 1789).  It was the home of a Richard Hinds, Esq. (magistrate and Grand Juror for County Longford in 1820s), in 1837 (Lewis), and was later the residence of Henry and John (magistrate) Hinds in 1881 and in 1894 (Slater’s Directory).  Although in poor condition, this building is an integral element of the built heritage of Longford and adds historic appeal to its rural location.",1720,1780,Regional,house,238067,277016,638010,777033,53.74154774,-7.423814475,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/13401601_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LF&regno=13401601,SURV018
