REG_NO,NAME,NUMBER,STREET1,STREET2,TOWN,TOWNLAND,COUNTY,COUNTY_ID,PLANAUTH,COMPOSITION,APPRAISAL,DATEFROM,DATETO,RATING,ORIGINAL_TYPE,X_COORD,Y_COORD,X_COORD_ITM,Y_COORD_ITM,LATITUDE,LONGITUDE,IMAGE_LINK,WEBSITE_LINK,SURVEY_ID
12900623,Laois TV Services,,Main Street,,Mountrath,MOUNTRATH (MB. W. BY.),Laois,LA,LA,"End-of-terrace four-bay two-storey house, c. 1880. Renovated, c. 1930, with shopfront inserted to part ground floor.",,1875,1900,Regional,house,235314,194683,635257,694718,53.00202075,-7.474736292,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12900623_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12900623,SURV014
12900624,Eddie Kirwan's,,Main Street,,Mountrath,MOUNTRATH (MB. W. BY.),Laois,LA,LA,"Terraced three-bay two-storey building, c. 1890. Renovated, c. 1925, with pubfront inserted to ground floor. Now in use as store to house to side.",,1870,1900,Regional,house,235298,194751,635242,694786,53.00262941,-7.474953375,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12900624_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12900624,SURV014
12900626,Allied Irish Bank,,Shannon Street,,Mountrath,MOUNTRATH (MB. W. BY.),Laois,LA,LA,"End-of-terrace four-bay three-storey bank, c. 1860.",,1850,1880,Regional,bank/financial institution,235390,194579,635334,694614,53.00108015,-7.473601197,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12900626_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12900626,SURV014
12900627,D. Deegan,,Shannon Street,,Mountrath,MOUNTRATH (MB. W. BY.),Laois,LA,LA,"Terraced seven-bay two-storey house with dormer attic, c. 1880, with three-bay pedimented centrepiece, integral carriageway and shopfront to ground floor.",,1870,1900,Regional,house,235384,194541,635327,694576,53.00073899,-7.473708546,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12900627_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12900627,SURV014
12900628,Payless Fashions,,Shannon Street,,Mountrath,MOUNTRATH (MB. W. BY.),Laois,LA,LA,"Terraced three-bay three-storey house, c. 1780, incorporating fabric of earlier building on site.Chimney stack with diagonally placed flues. Renovated, c. 1985, with shopfront inserted to ground floor.",,1770,1820,Regional,house,235370,194558,635313,694593,53.0008934,-7.473911139,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12900628_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12900628,SURV014
12900630,Saint Fintan's Catholic Church,,Patrick Street,,Mountrath,DYSARTBEAGH,Laois,LA,LA,"Detached Gothic Revival Catholic church, built 1867, with steeple, aisle, side chapels, chancel and sacristy projection.",,1860,1870,Regional,church/chapel,235286,194280,635229,694315,52.99839527,-7.475191684,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12900630_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12900630,SURV014
12900631,Brigidine Convent,,Coote Street,,Mountrath,DYSARTBEAGH,Laois,LA,LA,"Eleven-bay three-storey convent, dated 1885, with projecting porch to front and full-height gabled projecting end bays. Four-bay three-storey house, c. 1810.",,1880,1890,Regional,convent/nunnery,235224,194290,635167,694325,52.99849035,-7.47611364,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12900631_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12900631,SURV014
12800201,Saint Manman's Catholic Church,,,,Clonaslee,CLONASLEE,Laois,LA,LA,"Detached Catholic church, dated 1813, on a T-shaped plan with sacristy projection to rear. Extensively renovated, c. 1980. Interior retains some original fittings. Gateway to site comprising cut stone piers with wrought-iron double gates.",,1812,1814,Regional,church/chapel,231760,211104,631704,711136,53.14978757,-7.52604077,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800201_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800201,SURV014
12800202,Saint Manman's Church of Ireland Church,,,,Clonaslee,CLONASLEE,Laois,LA,LA,"Detached Georgian Gothic style former Church of Ireland church, dated 1814. Renovated, c. 1995, with interior remodelled to accommodate use as heritage centre.
Plaque to facade reads : ""This church was erected with the consent of Dr. Charles Lindsay Lord Bishop of Kildare on new scite (sic) granted by Lieut General Edward Dunne of Brittas consecrated October 9th 1814""",,1810,1820,Regional,church/chapel,232025,210910,631969,710942,53.14802641,-7.522101202,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800202_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800202,SURV014
12800203,Brittas House,,Brittas Demesne,,,BRITTAS (TI. BY.),Laois,LA,LA,"Remains of detached country house, built 1869, comprising three-storey over basement tower. Remainder of house dismantled to ground level. Designed by John McCurdy. Group of detached two-storey outbuildings to site, now derelict. Detached gate lodge to site. Gateway to site.",,1865,1875,Regional,country house,230770,210546,630714,710578,53.14483181,-7.540891398,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800203_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800203,SURV014
12800204,Castlecuffe House,,Castlecuffe Cross Roads,,,CASTLECUFFE,Laois,LA,LA,"Stable complex, c. 1810, comprising group of detached rubble sandstone outbuildings. Now in ruins. Site of Castlecuffe House to site. Castlecuffe House now demolished. Gateway to site comprising sandstone piers with wrought-iron gates.",,1790,1830,Regional,outbuilding,228217,211338,628162,711369,53.15208302,-7.578971662,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800204_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800204,SURV014
12800205,Clarahill House,,,,,CLARAHILL,Laois,LA,LA,"Detached single- and two-storey house, c. 1880, incorporating fabric of earlier house. Stable complex, c. 1840, to site incorporating dovecote.",,1860,1890,Regional,house,234103,210610,634046,710642,53.14520022,-7.491082698,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800205_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800205,SURV014
12800206,Clarahill House,,,,,CLARAHILL,Laois,LA,LA,"Detached single-storey gate lodge with dormer attic, c. 1890.",,1880,1910,Regional,gate lodge,234077,210883,634021,710914,53.14765293,-7.491438535,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800206_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800206,SURV014
12800401,Blackhall Bridge,,,,,BALLYMORRIS,Laois,LA,LA,"Single-arch road bridge over former canal, c. 1830. Remains of canal to site, closed 1950, filled in post-1950.",,1820,1840,Regional,bridge,253133,210796,653072,710828,53.14532056,-7.206680268,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800401_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800401,SURV014
12800402,Lansdowne Park House,,,,,BALLYMORRIS,Laois,LA,LA,"Detached seven-bay two-storey house, c. 1830, with tetrastyle Doric loggia. Now in ruins.",,1810,1840,Regional,country house,251776,211106,651716,711137,53.14823507,-7.226904468,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800402_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800402,SURV014
12800403,Woodbrook House,,Woodbrook Demesne,,,COOLNAVARNOGE and COOLAGHY,Laois,LA,LA,"Detached five-bay two-storey late-Georgian house, c. 1820, with two-storey lower returns to rear.",,1800,1830,Regional,country house,251343,209303,651283,709335,53.13207593,-7.233667127,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800403_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800403,SURV014
12800404,Woodbrook House,,Woodbrook Demesne,,,COOLNAVARNOGE and COOLAGHY,Laois,LA,LA,"Detached gable-fronted gate lodge, c. 1880. Gateway to site comprising group of limestone ashlar piers with flanking walls having round-headed recessed niches and wrought-iron gates and railings.",,1870,1900,Regional,gate lodge,252065,209271,652005,709303,53.13172195,-7.222878892,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800404_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800404,SURV014
12800501,The Spire,,Carrick Wood,,,BALLYMORRIS,Laois,LA,LA,"Freestanding folly, c. 1820, on a circular plan with conical roof.",,1800,1830,Regional,folly,254401,210318,654340,710350,53.14089404,-7.18781616,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800501_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800501,SURV014
12800502,Portarlington Railway Station,,Station Road,,,COOLTEDERY,Laois,LA,LA,"Victorian railway station complex, built 1850, comprising two ranges of buildings with former restaurant to one building. Renovated, c. 1995. Designed by Sancton Wood.",,1845,1855,National,railway station,254816,210873,654755,710904,53.14583742,-7.181512428,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800502_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800502,SURV014
12800503,Portarlington Railway Station,,Station Road,,,COOLTEDERY,Laois,LA,LA,"Cast-iron footbridge over railway line, c. 1850.",,1840,1880,Regional,foot bridge,254819,210884,654758,710916,53.14593867,-7.181475716,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800503_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800503,SURV014
12800504,,,Station Road,,,COOLTEDERY,Laois,LA,LA,"Freestanding cast-iron Victorian pillar letter box, c. 1890, with inscribed 'VR' monogram.",,1880,1900,Regional,post box,254822,210896,654761,710928,53.14604797,-7.181423655,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800504_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800504,SURV014
12800551,Wheelahan's Bridge,,,,,CLONANNY,Laois,LA,LA,"Single-arch road bridge over former canal, c. 1830.",,1820,1840,Regional,bridge,259639,211150,659577,711181,53.147808,-7.109394868,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800551_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800551,SURV014
12800552,Saint John's Catholic Church,,,,Killenard,BALLYCARROLL (PO. BY.),Laois,LA,LA,"Detached Catholic church, built 1835, on a T-shaped plan with pedimented central breakfront having bellcote over and two-storey sacristy projection to east. Renovated, 1907.",,1830,1835,Regional,church/chapel,257160,209366,657098,709398,53.13205579,-7.146763974,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800552_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800552,SURV014
12800554,Ballymorris House,,,,,COOLTEDERY,Laois,LA,LA,"Detached three-bay two-storey Georgian house, c. 1760. Extended to rear, c. 1930, comprising two-storey return.",,1750,1780,Regional,house,254336,211282,654275,711314,53.14956608,-7.188620709,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800554_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800554,SURV014
12800555,Lea Castle House,,,,,LEA,Laois,LA,LA,"Detached three-bay two-storey late-Georgian house, c. 1820, with two-storey return to rear. Stable complex to north. Now derelict.",,1810,1850,Regional,house,257243,211955,657181,711986,53.15530541,-7.145061658,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800555_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800555,SURV014
12800556,Kilmullen House,,,,,KILMULLEN,Laois,LA,LA,"Detached six-bay two-storey Georgian house, c. 1790.",,1780,1820,Regional,house,258570,210620,658508,710652,53.14317072,-7.125470748,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800556_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800556,SURV014
12800557,Huntington House,,,,,RATHLEASH,Laois,LA,LA,"Detached three-bay single-storey gate lodge, c. 1830. Extended, c. 1970.",,1810,1850,Regional,gate lodge,255942,209233,655881,709265,53.1309893,-7.164974604,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800557_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800557,SURV014
12800701,,,,,,TOWNPARKS (TI. BY.),Laois,LA,LA,"Detached four-bay single-storey thatched house, c. 1860, with gabled projecting porch and single-bay end bay to left.",,1850,1900,Regional,house,243581,207963,643523,707995,53.12072582,-7.349800189,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800701_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800701,SURV014
12800703,,,,,,CLOONAGH (TI. BY.) MOUNTMELLICK RURAL ED,Laois,LA,LA,"Detached four-bay single-storey thatched house, c. 1870, built at right angles to road.",,1850,1890,Regional,house,243155,206964,643096,706997,53.11178832,-7.356303176,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800703_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800703,SURV014
12800704,Ballyhuppahaun Methodist Church,,,,,BALLYHUPPAHANE,Laois,LA,LA,"Detached gable-fronted Wesleyan chapel, dated 1848.",,1845,1850,Regional,church/chapel,237741,205583,637683,705616,53.09978686,-7.437312545,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800704_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800704,SURV014
12800705,Capard House,,Capard Demesne,,,CAPARD,Laois,LA,LA,"Detached seven-bay two-storey neo-Classical Georgian house, c. 1815, with five-bay pedimented central breakfront having prostyle tetrastyle Doric portico and single-bay recessed blind flanking end bays.",,1800,1830,Regional,country house,238286,207096,638229,707129,53.11334966,-7.42898766,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800705_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800705,SURV014
12800706,Capard House,,Capard Demesne,,,CAPARD,Laois,LA,LA,"Detached nine-bay two-storey stable complex, c. 1820, on a quadrangular plan with three-bay pedimented central breakfront. Renovated, c. 1990, to accommodate part residential use.",,1800,1840,Regional,stables,238282,207139,638224,707171,53.11373002,-7.429049123,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800706_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800706,SURV014
12800707,Capard House,,Capard Demesne,,,CAPARD,Laois,LA,LA,"Detached seven-bay single- and two-storey coach house, c. 1760, comprising six-bay single-storey range with single-bay two-storey pedimented end bay having bellcote.",,1750,1800,Regional,outbuilding,238294,207181,638236,707214,53.11410917,-7.428861155,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800707_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800707,SURV014
12800708,Capard House,,Capard Demesne,,,CAPARD,Laois,LA,LA,"Detached two-storey farm outbuilding, c .1830, about a courtyard with round-headed carriageway to entrance.",,1800,1840,Regional,farmyard complex,238183,207268,638125,707300,53.11489728,-7.430513305,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800708_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800708,SURV014
12800709,Capard House,,Capard Demesne,,,CAPARD,Laois,LA,LA,"Orthogonal pool, c. 1830, with rounded ends. Freestanding timber-clad temple, c. 1980, to site.",,1820,1860,Regional,pond/lake,238442,206779,638385,706811,53.11048195,-7.426693601,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800709_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800709,SURV014
12800710,Capard Forge,,,,,SKERRY,Laois,LA,LA,"Detached three-bay single-storey former forge, c. 1840, with horseshoe-shaped integral carriageway. Renovated and extended, c. 1980, comprising single-bay end bay to accommodate residential use.",,1820,1860,Regional,forge/smithy,238856,206973,638798,707006,53.1122024,-7.420495796,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800710_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800710,SURV014
12800712,Summergrove House,,,,,GARROON or SUMMERGROVE,Laois,LA,LA,"Detached five-bay two-storey over part-basement house, c. 1760, with pedimented central breakfront. Interior retains early carved timber fittings and Rococo plasterwork.",,1715,1765,National,country house,242125,207913,642067,707946,53.12039932,-7.371551969,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800712_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800712,SURV014
12800838,Derrycloney Railway Bridge,,,,,DERRYCLONEY,Laois,LA,LA,"Single-arch former railway bridge, c. 1885.",,1880,1890,Regional,bridge,244302,205889,644243,705921,53.10203285,-7.339320422,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800838_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800838,SURV014
12800839,Mountmellick Aqueduct,,,,,DEBICOT,Laois,LA,LA,"Three-arch canal aqueduct over river, c. 1830. Aqueduct carried Grant Canal (Mountmellick Branch) over. The canal no longer exists, but part of its banks are still in place.",,1820,1840,Regional,aqueduct,247646,207518,647587,707551,53.1163869,-7.289155867,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800839_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800839,SURV014
12800871,Emo Court,,Emo Court Demesne,,,EMO PARK,Laois,LA,LA,"Detached nine-bay two- and three-storey over basement neo-Classical house, begun 1790, comprising two-storey central block with prostyle tetrastyle pedimented portico and three-storey advanced end bays. Designed by James Gandon. Renovated, c. 1835, with garden front and interior completed. Designed by Lewis Vulliamy. Renovated, c. 1860, with rotunda completed. Designed by William Caldbeck.",,1780,1800,National,country house,253836,206556,653776,706589,53.10715644,-7.196879319,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800871_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800871,SURV014
12800872,Emo Court,,Emo Court Demesne,,,EMO PARK,Laois,LA,LA,"Detached three-bay two-storey bachelor wing, c. 1860. Designed by William Caldbeck.",,1855,1865,Regional,building misc,253767,206595,653706,706627,53.1075075,-7.197908903,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800872_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800872,SURV014
12800873,Emo Court,,Emo Court Demesne,Temple Hill,,EMO PARK,Laois,LA,LA,"Freestanding three-storey folly, c. 1760, comprising double-height base on a rectangular plan with octagonal drum over. Now in ruins.",,1750,1780,Regional,folly,253872,207438,653811,707470,53.11506929,-7.196201166,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800873_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800873,SURV014
12800874,Saint Paul's Catholic Church,,,,Emo,KILLIMY,Laois,LA,LA,"Detached Gothic Revival Catholic church, c. 1870, with bell tower. Designed by J. S. Butler. Monument to Countess of Portarlington, c. 1875. Designed by J. E. Boehm.",,1860,1880,Regional,church/chapel,252984,205519,652923,705551,53.0979176,-7.209781558,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800874_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800874,SURV014
12800875,Saint John's Church of Ireland Church,,,,Coolbanagher,MORETT,Laois,LA,LA,"Detached neo-Classical Church of Ireland church, completed 1786. Designed by James Gandon. Renovated and remodelled, c. 1870, with apsidal chancel added and ceiling removed. Designed by Thomas Drew.",,1780,1790,National,church/chapel,252384,204449,652323,704482,53.08836944,-7.21890679,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800875_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800875,SURV014
12800876,Portarlington Mausoleum,,,,Coolbanagher,MORETT,Laois,LA,LA,"Neo-Classical mausoleum, dated 1788 and 1798. Designed by James Gandon.",,1785,1800,Regional,mausoleum,252394,204440,652334,704473,53.08828534,-7.218757894,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800876_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800876,SURV014
12800877,Saint Brigid's Hospital (Shaen House),,,,,SHAEN,Laois,LA,LA,"Detached neo-Classical house, c. 1810, with projecting entrance bay to centre having projecting Ionic porch, pediment over, canted bay windows and advanced end bays. Renovated and extended, c. 1975, with wing added to accommodate use as hospital.",,1800,1845,Regional,house,250301,203275,650241,703309,53.07802196,-7.250175219,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800877_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800877,SURV014
12800878,Saint Brigid's Hospital (Shaen House),,,,,COTTAGEFARM,Laois,LA,LA,"Castellated gateway, dated 1842, designed by William Deane Butler. Site of former gate lodge. Now demolished.",,1840,1845,Regional,building misc,251155,202726,651095,702760,53.07300953,-7.237520984,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800878_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800878,SURV014
12800879,Knightstown House,,,,,KNIGHTSTOWN or BALLINRIDDERY,Laois,LA,LA,"Detached five-bay two-storey Georgian house with dormer attic, c. 1760, with pedimented central breakfront and stair return to rear. Extended to rear comprising single-storey return.",,1740,1780,Regional,house,249559,206712,649499,706745,53.10896927,-7.260713712,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800879_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800879,SURV014
12800882,Anngrove House,,Irishtown,,Mountmellick,BALLYCULLENBEG,Laois,LA,LA,"Detached two-storey house with dormer attic, c. 1880.",,1850,1890,Regional,house,244982,206883,644923,706915,53.11090815,-7.329032038,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/12800882_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=LA&regno=12800882,SURV014
