REG_NO,NAME,NUMBER,STREET1,STREET2,TOWN,TOWNLAND,COUNTY,COUNTY_ID,PLANAUTH,COMPOSITION,APPRAISAL,DATEFROM,DATETO,RATING,ORIGINAL_TYPE,X_COORD,Y_COORD,X_COORD_ITM,Y_COORD_ITM,LATITUDE,LONGITUDE,IMAGE_LINK,WEBSITE_LINK,SURVEY_ID
22102003,Tara Rose,,Main Street,,Dundrum,GARRYDUFF EAST,Tipperary,TS,TS,"Terraced three-bay two-storey house and former shop, built c. 1870.  Pitched slate roof with clay ridge crestings, cast-iron rainwater goods, brick and rendered chimneystacks, and having painted rendered balustrade to parapet.  Painted chanelled rendered walls to ground floor, having render plinth.  Painted smooth rendered walls to first floor with render sill course and string courses.  Ornate shopfront comprising painted render pilasters topped with broken segmental pediments and moulded cornice, with alternate decorative render including swag details and panels of fluted marble, blank panelled fascia.  Square-headed window openings to first floor with moulded render surrounds, painted surrounds to ground floor, all having replacement uPVC windows.  Replacement fixed timber window to shopfront.  Square-headed door openings having replacement timber doors with rectangular overlights.","This ornate building retains many interesting features including the decorative shopfront, a loose and playful interpretation of the classical orders, and a rendered balustrade.  A large building with allusions to grandeur, the Tara Rose occupies a prominent position within the streetscape.",1850,1890,Regional,house,197080,145381,597031,645428,52.56015641,-8.043784634,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/22102003_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=TS&regno=22102003,SURV020
22102004,Dundrum Garda Station,,,,Dundrum,GARRYDUFF EAST,Tipperary,TS,TS,"Detached Tudor Revival style multiple-bay two-storey former constabulary barracks on irregular plan, built c. 1865, having two asymmetrical gable-fronted projections and octagonal entrance tower to front façade, three asymmetrical gable-fronted projections to rear.  Now disused.  Pitched slate roofs and cast-iron rainwater goods having roughly-dressed sandstone chimneystacks with cut limestone quoins and having decoratively-carved timber bargeboard to larger projecting gable.  Sprocketed octagonal pyramid slate roof to tower with carved console brackets to eaves.  Snecked sandstone walls with cut limestone quoins and plinth, having decorative blank plaque to larger projecting gable.  Square-headed window openings with chamfered cut limestone block-and-start surrounds and fixed six-pane timber casement windows, variously appearing singly, in pairs and in triplets.  Square-headed chamfered loops with cut limestone block-and-start surrounds and fixed timber framed one-over-one pane windows to tower and rear projections.  Loop over rear door has blind lozenge shot hole. Segmental-headed door opening to entrance tower and flat-headed to rear projection, with chamfered cut limestone surrounds, having half-glazed timber panelled door to front and timber panelled door to rear.  Outbuildings with hipped slate roof and snecked limestone walls, and pump, to rear.  Snecked limestone walls and piers to rear yard.  Gravel and landscaped areas with coursed rubble sandstone walls, having some concrete block replacement, to site.","This attractive building is a legacy of the Maude family, principal landowners in the area, who oversaw its construction in the mid-nineteenth century.  This building, with fine detailing such as decorative timber bargeboards and elegant hexagonal tower, retains its original character and is a good example of the Tudor Revival style popular at the time.",1860,1870,Regional,garda station/constabulary barracks,196684,145155,596635,645201,52.55811767,-8.049621047,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/22102004_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=TS&regno=22102004,SURV020
22102005,Dundrum Court House,,,,Dundrum,GARRYDUFF EAST,Tipperary,TS,TS,"Detached T-plan single-storey former courthouse, originally a school, built 1824, now disused.  Comprising six-bay north-east-south-west block with five-bay north-west-south-east block at south-west end.  Pedimented porches to front and rear of main block.  Hipped artificial slate roof with clay ridge tiles, rendered chimneystacks and decorative clay chimney pots.  Carved limestone pediments to porches with rendered bellcote to rear porch.  Rendered walls with cut and tooled limestone eaves course, quoins and plinth, latter with some course rubble limestone to uneven sections, with date plaque to south-eastern porch.  Square-headed surrounds to openings with margined and dressed limestone surrounds, having cut limestone window sills and timber sliding sash six-over-six pane windows with internal shutters.  Main entrance has decorative spoked overlight.  Random rubble boundary walls and piers, with gravel yard to site.","Set on a prominent corner site, this simple attractive building retains many features which are essential to its original character including timber sliding sash windows, some internal timber shutters and cut limestone detailing, the latter exhibiting fine craftsmanship.  It is an attractive example of a school building of the first half of the nineteenth century.",1820,1825,Regional,school,196626,145024,596577,645070,52.55694355,-8.05048299,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/22102005_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=TS&regno=22102005,SURV020
22102006,Saint Mary's Church of Ireland Church,,Main Street,,Dundrum,GARRYDUFF EAST,Tipperary,TS,TS,"Detached church, built 1860-1, with four-bay nave elevations, single-bay transept and porch to north, single-bay chancel to east and incomplete three-stage bell tower to west end of north elevation.  Crypt to church.  Pitched slate roofs with copper ridge crestings, trefoil-shaped sandstone finials, cast-iron rainwater goods and carved brackets to eaves course.  Two-stage square tower with octagonal drum, spire unexecuted.  Snecked rock-faced sandstone walls with cut sandstone buttresses to all corners, projecting plinth and having carved gargoyle spout to west elevation.  Carved string course with floral detail to tower drum. Trefoil-headed window openings throughout with chamfered cut sandstone surrounds having leaded stained glass windows, single to nave, double to chancel end of nave and to transept.  Pointed arch window opening having trefoil-headed triple lancet windows below cinquefoil openings with sandstone tracery, chamfered surrounds, hood mouldings and leaded stained glass windows to east and west elevations.  Quatrefoil window openings with leaded stained glass to second stage of tower, trefoil headed openings with timber louvres to tower drum.  Pointed arch door opening to west wall of tower and shouldered arch door opening to east wall of transept, having chamfered cut sandstone surrounds and timber battened doors, latter double to tower, and decorative cast-iron hinges.  Lawn area with graveyard, gravel paving, cut sandstone piers and cast-iron railings to site.","This impressive, richly-embellished church was probably built by renowned church architects Welland and Gillespie, possibly at a time when the village was undergoing improvements under the patronage of local landowners, the Maude family of Dundrum House.  Its warm sandstone walls are greatly enlivened by the undulating porch and tower projections, carved sandstone decorative detailing and leaded stained glass openings.  Further noteworthy features include the carved gargoyle and flower motifs as well as the cast-iron door furniture.  Set back from the street, the character of the site and church building remains largely unaltered since the mid-nineteenth century.",1855,1865,Regional,church/chapel,197153,145194,597101,645246,52.55852307,-8.042753141,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/22102006_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=TS&regno=22102006,SURV020
22102007,Rectory House Hotel,,,,Dundrum,DUNDRUM,Tipperary,TS,TS,"Detached Tudor Revival style two-storey former hotel, built c.1880, now disused.  Irregular plan around yard, having three-bay front block with two shallow symmetrical gable-fronted projections and gable-fronted porch, two-bay return and lower multiple-bay pile to rear, latter with return.  Recent large single-storey extensions to south-east and north-east.  Half-hipped slate roofs to main blocks and pitched slate roofs to returns, with clustered rendered chimneystacks, having decorative clay chimney pots, and with carved timber bargeboards to front projections, having timber finial to porch.  Painted smooth rendered walls with painted render quoins and decorative render panels to upper front gables.  Exposed rubble to return. Square-headed window openings with painted render surrounds, painted stone sills and replacement uPVC windows, single over porch, triple to front ground floor and double elsewhere.  Chamfered Tudor arched surround to porch and recessed door opening, latter having timber vertically-panelled door with paned overlight.  Outbuildings to yard having pitched slate roofs, rendered chimneystack, and snecked limestone walls with brick surrounds to openings.  Octagonal gate pier to yard. Detached two-bay single-storey house to rear, having double-pitched half-hipped slate roof, rendered chimneystack and lime rendered walls.  Gravel and grass areas with replacement piers to site.","Set back from the road on a landscaped, slightly-elevated site, this attractive building retains many original details such as decorative timber bargeboards, timber finial, clustered chimneystacks and decorative clay chimney pots.  Despite alterations and refenestration, the original character of the building remains intact.",1860,1900,Regional,country house,197234,144816,597223,644878,52.55521608,-8.040955648,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/22102007_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=TS&regno=22102007,SURV020
22102009,Dundrum House,,,,Dundrum,DUNDRUM,Tipperary,TS,TS,"Decorative entrance gateway, erected c.1840, comprising two pairs of rectangular-profile carved ashlar limestone entrance gate piers having tapering recessed moulded panels, pedimented capstones and cast-iron lanterns, with ornate cast-iron piers and vehicular gates, flanked by similar ornate railings.","These imposing mid-nineteenth-century entrance gates form an important group with an early 18th century Palladian style country house and its demesne.  The gates remain intact, retaining their original character and form.",1820,1860,Regional,gates/railings/walls,197781,144455,597732,644501,52.55183649,-8.033437025,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/22102009_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=TS&regno=22102009,SURV020
22102010,Dundrum House,,,,Dundrum,DUNDRUM,Tipperary,TS,TS,"Detached Palladian-style seven-bay three-storey over half-basement former country house, built c.1730, third storey being possibly an addition requiring removal of pediment c. 1890.  Three-bay breakfront and single-bay single-storey over half-basement links to similar flat-roofed wings and having U-plan perron at ground floor reached by cut limestone curving staircases with cast-iron railings.  Now in use as hotel and having various irregular single- and two-storey extensions to west and north-west of site.  Hipped slate roof with cut limestone chimneystacks and cast-iron rainwater goods.  Roughcast rendered walls with cut limestone cornice, quoins and sill course to second storey, and ashlar basement and perron, former with string course.  Square-headed window openings to front elevation, segmental elsewhere and to basement, with moulded limestone surrounds and sills, having timber sliding sash nine-over-six pane windows to middle floors, six-over-six pane windows to second floor and three-over-three pane to basement.  Round-headed window openings to either side of and above main entrance, and to front of wings, with carved limestone sills, panelled pilasters with capitals and archivolt with keystones, having timber sliding sash nine-over-six pane windows.  Basement windows have keystones set under string course.  Blind windows to inner faces of wings and to part of south-east elevation.  Oculi with cut limestone surrounds, keystones and fixed timber spoked windows to perron and basement of wings.  Square-headed door opening with carved limestone pedimented doorcase having imposts and lion head motifs to panelled pilasters and shell motif to panel over lintel, with timber panelled door and overlight comprising spoked fanlight in rectangular frame.  Rear façade comprising roughcast rendered walls, cut limestone quoins and sillcourse. Round-headed window opening to central bay of first floor to both main elevations.  Segmental-headed window openings with stained glass to ground floor of south-east elevation.  Square-headed front entrance opening with pedimented carved limestone doorcase comprising beaded panelled pilasters with animal carvings below capitals, shouldered inset to doorway with scallop motif above, having timber panelled door with ornate lacework cobweb overlight.  Hall retains significant original features.  Garden entrance has pedimented carved limestone shouldered doorcase and having limestone step, double leaf timber margined glazed doors, flanked by round-headed timber margined glazed French windows with panelled pilasters with plinths, archivolts, capitals and keystones.  Round-headed doorway with panelled pilasters, archivolt, capitals and keystone.  Cast-iron railings to rear entrance.  Stable block linked to north-west corner of house.  Remains of walled garden to south-east.  Gravel car park to front of site, golf course to demesne.  Ornate limestone entrance gates to site with lime-lined avenue to house.","This important and impressive early 18th-century Palladian-style country house was built by the school of renowned Irish architect, Sir Edward Lovett Pearce.  An elegant classically-proportioned building, the house retains much of its original character and form, and remains substantially intact within its demesne.  The site is historically and socially important as the seat of the O'Dwyer family, who were dispossessed during the era of Cromwellian confiscation, and subsequently the Maude family, who built this house.  The Maudes rose to great eminence attaining ranks of Viscounts Hawarden and Earls of Montalt in the Peerage of the United Kingdom.  As principal landowners in the area, they were generous benefactors of Dundrum village in the mid-nineteenth century.",1720,1740,National,country house,198049,144206,598000,644253,52.54960229,-8.029495727,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/22102010_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=TS&regno=22102010,SURV020
22102011,Dundrum House,,,,Dundrum,DUNDRUM,Tipperary,TS,TS,"U-plan stable-block, formerly detached and two-storey, built c.1840, now linked to north-west corner of house and having recently added third storey. Nine-bay main block having archway in central three-bay breakfront, flanked by seven-bay blocks with advanced two-bay ends.  Original roof removed when third storey added.  Roughcast rendered walls with cut limestone quoins, plinths and moulded cornice.  Square-headed timber sliding sash windows with cut limestone sills, six-over-six pane to ground floor, six-over-three pane to first floor, with replacement uPVC to first floor of north block.  Venetian window to ground floor of block ends having carved limestone surrounds with keystones with timber sliding sash windows, six-over-six pane flanked by one-over-two pane.  Square-headed doorways to altenate bays of inner sides of courtyard.","This finely-built and impressively-scaled stable block echoes is an important part of the setting of Dundrum House.  The quality of craftsmanship and the symmetry, together with features such as the central arched entrance and advanced pavilion-like ends accord with the quality and indeed the footprint of the country house.",1830,1850,Regional,stables,198034,144258,597985,644304,52.55006654,-8.029714268,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/22102011_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=TS&regno=22102011,SURV020
22103001,Springhill House,,,,Killenaule,SPRINGHILL (KILLENAULE PR),Tipperary,TS,TS,"Detached-plan three-bay two-storey house, built c. 1790, with lower two-storey extension recessed to north-east.  Hipped artificial slate roof with overhanging eaves, pitched slate to extension, with rendered chimneystacks.  Painted smooth render to walls.  Six-over-six pane timber sliding sash windows with tooled limestone sills.  Varied timber sliding sash windows to extension. Double-leaf timber panelled door with timber panelled pilasters and cobweb fanlight, fronted by carved limestone Doric portico with pilasters and cut limestone steps.  Outbuildings to rear of site converted into dwellings.  Elliptical-plan entrance gateway with cast-iron gates, railings and piers, and cut limestone terminating piers and plinths.","The fine craftsmanship exhibited in the classically-designed portico gives the building a sense of grandeur. This building retains notable features such as the timber sliding sash windows.  The importance of the house is enhanced due to its association with the Hemphill family, one of whom was a noted photographer.",1770,1810,Regional,country house,221054,146439,621134,646571,52.57003157,-7.688242655,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/22103001_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=TS&regno=22103001,SURV020
22103002,,,,,Killenaule,SPRINGHILL (KILLENAULE PR),Tipperary,TS,TS,"Detached three-bay single-storey former gate lodge, built c. 1790, with flat-roofed extension to rear and porch to front.  Hipped slate roof with overhanging eaves, rendered chimneystacks and with rooflight to rear.  Painted render to walls.  Square-headed timber latticed windows with tooled limestone sills.  Timber panelled door fronted by porch with pitched slate pediment, supported by square-profile timber posts.  Rubble stone wall with hedge to front of site with wrought-iron pedestrian gate.","This structure retains its charm through such features as the timber lattice windows and timber porch.  Although the building has been extended, its front façade remains unchanged, adding architectural significance to the building.  The lodge occupies a key position opposite the entrance gates to Springhill House.",1770,1810,Regional,gate lodge,221045,146420,620991,646465,52.56908779,-7.690366164,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/22103002_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=TS&regno=22103002,SURV020
