REG_NO,NAME,NUMBER,STREET1,STREET2,TOWN,TOWNLAND,COUNTY,COUNTY_ID,PLANAUTH,COMPOSITION,APPRAISAL,DATEFROM,DATETO,RATING,ORIGINAL_TYPE,X_COORD,Y_COORD,X_COORD_ITM,Y_COORD_ITM,LATITUDE,LONGITUDE,IMAGE_LINK,WEBSITE_LINK,SURVEY_ID
21300501,Loughanes Church,,,,Lisselton,LOUGHANES,Kerry,KE,KE,"Freestanding single-bay three-stage tower, built c. 1840, originally entrance tower to Church of Ireland church, possibly incorporating fabric of earlier church, built c. 1650.   Ruinous by 1914, remainder of church demolished, post-1914.  Rendered rubble stone walls, thickly covered in ivy.  Pointed arch door opening with limestone surround.  Graveyard to site with various cut-stone grave markers and mausolea, c. 1840-present.  Gateway, built c. 1840, to east comprising pair of cut-limestone piers.",,1820,1860,Regional,church/chapel,92882,139451,492855,639499,52.49635452,-9.5779446,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/21300501_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=KE&regno=21300501,SURV016
21300502,Saint John's Catholic Church,,,,Ballydonohoe,BALLYDONOHOE,Kerry,KE,KE,"Freestanding T-plan double-height Gothic Revival style Roman Catholic church, built c. 1830.  Comprising two-bay double-height nave with lancet arch openings, single-bay double-height transepts to east and to west elevations having single-bay single-storey lean-to chapels to north elevation, two-bay single-storey lean-to sacristy to north gable end and entrance bay to south gable end having bellcote to gable.  Pitched intersecting slate roofs with clay ridge tiles, cast-iron gutters and downpipes.  Painted sills to pointed arch openings with render hood mouldings.  Circular openings above transept windows.  Doorway flanked by smaller windows, all with hood mouldings.  Timber double-leaf doors to main entrance and transepts.  T-plan interior with shallow chancel recess.  Two-bay round-headed arcades to transepts.  Exposed scissor trusses to nave and transepts.  Chancel re-ordered, retaining a large part of marble altar rail, altar, font, reredos and lectern.  Rendered boundary walls to site.",,1810,1850,Regional,church/chapel,93909,138635,493882,638683,52.48922229,-9.562564256,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/21300502_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=KE&regno=21300502,SURV016
21300503,Gunsborough,,,,,KNOCKENAGH NORTH,Kerry,KE,KE,"Farmyard complex, built c. 1830, about a courtyard.  Comprising detached seven-bay single-storey rubble stone-built outbuilding with series of segmental-headed blind and open carriage arches.  Detached four-bay double-height rubble stone-built building to north-east with round-headed openings.  Detached four-bay double-height barrel-roofed outbuilding, built c. 1940, to north-east with corrugated-iron roof.  Pitched slate roofs.  Rubble stone walls, those to barn are painted, house is rendered and painted.  Arched openings to roadside building with rubble voussoirs and limestone sills.  Blind arched openings to barn.  Rubble stone wall and piers to road.",,1820,1840,Regional,farmyard complex,96569,138523,496542,638571,52.48872917,-9.52338391,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/21300503_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=KE&regno=21300503,SURV016
21300504,Coolard,,,,,KNOCKENAGH SOUTH,Kerry,KE,KE,"Detached three-bay two-storey house, built c. 1840, with single-bay two-storey return to north-west having two-bay two-storey lean-to lower bay to south-west.  Now ruinous.  Pitched slate roof with clay ridge tiles, overhanging eaves, timber brackets and red brick chimneystack.  Rendered rubble stone walls.  Round-headed door opening with fanlight to centre.  Bipartite window openings with limestone sills, red brick flat arches, timber sliding sash windows with margin lights and timber casement windows.  Attached two-bay single-storey rubble stone-built outbuilding to north-west with single-bay single-storey lean-to projecting linking bay.  Detached six-bay single-storey rubble stone-built outbuilding, built c. 1840, to north-west on a stepped plan.  Remains of rubble stone-built walled orchard to site.  Gateway, built c. 1840, to south-west comprising monolithic stone pier with cast-iron gate.  Farmyard to west with stone paving, house built in north-west corner.",,1830,1850,Regional,house,96204,138252,496177,638300,52.48622469,-9.528677078,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/21300504_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=KE&regno=21300504,SURV016
21300505,Coolbeha House,,,,,COOLBEHA,Kerry,KE,KE,"Detached T-plan three-bay two-storey house, built c. 1830, with single-bay two-storey return to south.  Single-bay single-storey gabled projecting porch added in mid twentieth century.  Now disused and partly derelict.  Pitched and hipped slate roof with clay ride tiles and projecting eaves.  Painted roughcast rendered rubble stone walls.  Timber six-over-six and three-over-three pane sliding sash windows with painted limestone sills.  Square-headed doorway with timber glazed door and limestone steps.  Farmyard to south with rubble outbuildings.  Single rendered gatepost with limestone capping and cast-iron gates.",,1820,1840,Regional,house,97050,139850,497022,639898,52.50074624,-9.516721356,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/21300505_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=KE&regno=21300505,SURV016
21300506,,,,,,LAHESHERAGH NORTH,Kerry,KE,KE,"Detached three-bay single-storey house, built c. 1860, on an L-shaped plan with single-bay single-storey return to west.  Extended to south, built c. 1910, comprising three-bay two-storey block at right angles about a courtyard with raised quoins.  Pitched slate roof with cement gable parapets, brick chimneystack and cast-iron gutter and downpipe.  Single-storey section reroofed with artificial slate.  Painted rendered walls with raised quoins.  Roughcast rendered walls to single-storey section. Timber two-over-two and one-over-one pane sliding sash windows with painted sills.  Square-headed doorway with timber boarded door having two-pane overlight.  Render hood mouldings to single-storey section having decorative incising.  Timber sliding sash and casements windows.  Detached three-bay double-height barrel-roofed outbuilding, built c. 1940, to north with three-bay single-storey lean-to projecting bay to east and corrugated-iron roof.  Set back from road.",,1840,1880,Regional,house,90236,141922,490210,641969,52.5180264,-9.617694509,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/21300506_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=KE&regno=21300506,SURV016
21300901,J. Browne,,Main Street,,Ballyduff,BENMORE,Kerry,KE,KE,"Corner-sited end-of-terrace four-bay two-storey house, built c. 1880, with single-bay two-storey side elevation to south.  Now also in use as public house.  Renovated and amalgamated with three-bay two-storey house to rear to west, c. 1930, with render pubfront inserted to left ground floor.  Pitched artificial slate roof with three rendered chimneystacks, projecting boxed eaves, verges, and replacement rainwater goods.  Painted lined-and-ruled rendered walls with raised render quoins.  Render pubfront with paired half-pilasters and stop-ends with Celtic Revival motifs, render lettering, consoles, and moulded cornice.  Timber two-over-two pane sliding sash windows at first floor and replacement timber windows to ground floor, with painted stone sills and metal sill guards to side windows at ground floor.  Replacement single- and double-leaf doors to ground floor.",,1870,1890,Regional,house,86953,134783,486928,634832,52.45323,-9.663622575,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/21300901_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=KE&regno=21300901,SURV016
21300902,McEllistrim,,Main Street,,Ballyduff,BENMORE,Kerry,KE,KE,"Detached four-bay two-storey house, built c. 1900, renovated, c. 1930, with rendered fascia inserted over left ground floor having moulded frame and raised lettering and hood mouldings added to openings.  Formerly also used as public house.  Pitched artificial slate roof with sprockets to eaves and rendered gabled chimneystacks.  Painted lined-and-ruled rendered walls with raised render quoins.  Timber casement windows with painted sills and render hood mouldings.  Timber panelled doors.  Vertically boarded door surround to north doorway.  Doorway originally in right opening, now a window.  Detached single-bay single-storey gable-fronted rubble stone-built outbuilding, built c. 1900, to south-west with corrugated-iron roof.  Railed garden to south separated from house with cast-iron surround.",,1890,1910,Regional,house,86973,134885,486948,634934,52.45415411,-9.663356042,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/21300902_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=KE&regno=21300902,SURV016
21300904,,,Main Street,,Ballyduff,BENMORE,Kerry,KE,KE,"End-of-terrace two-bay two-storey building, built c. 1870, possibly originally part of larger detached composition and originally with attached single-storey structure to north gable end.  Formerly in use as barracks, now in use as outbuilding.  Pitched slate roof with clay ridge tiles.  Painted rubble stone walls.  Replacement timber windows with timber lintels and having sill to ground floor opening.  Large ground floor opening with timber lintel, now blocked up.",,1850,1890,Regional,barracks,86989,134778,486964,634827,52.45319411,-9.663089561,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/21300904_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=KE&regno=21300904,SURV016
21300906,,,,,,DERRYCO,Kerry,KE,KE,"Detached five-bay single-storey thatched house, built c. 1870, now disused and derelict.  Pitched reed thatch roof with rendered and brick chimneystacks.  Exposed squared rubble stone walls, rendered to gables and rear walls. Timber two-over-two pane timber sliding sash windows with painted stone sills.  Timber doors.  Retaining interior features.  Attached six-bay single-storey rubble stone-built outbuilding, built c. 1870, at right angles to west with corrugated-iron roof.",,1850,1890,Regional,house,88667,137094,488642,637143,52.47434273,-9.639186026,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/21300906_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=KE&regno=21300906,SURV016
21300907,,,,,,ARDCULLEN,Kerry,KE,KE,"Detached four-bay single-storey thatched house, built c. 1870.  Pitched thatched roof, patched in various stages, with rendered chimneystacks.  Painted rendered walls with render quoin strips.  Timber one-over-one sliding sash windows with render surrounds and painted sills.  Timber glazed door.  Wrought-iron gate to front.  Detached three-bay single-storey barrel-roofed outbuilding, built c. 1870, to north with corrugated-iron roof.  Detached three-bay two-storey outbuilding, built c. 1920, to north-west with corrugated-iron roof.  Detached three-bay double-height barrel-roofed outbuilding, built c. 1940, to north-west with three-bay single-storey lean-to projecting bay to north and corrugated-iron roof.",,1850,1890,Regional,house,88372,136200,488346,636248,52.4662471,-9.643229441,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/21300907_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=KE&regno=21300907,SURV016
21300908,,,,,,MEENOGAHANE,Kerry,KE,KE,"Detached six-bay single- and two-storey house, built c. 1880.  Originally four-bay single-storey, extended to north, c. 1920, comprising two-bay two-storey end bay.   Pitched artificial slate roof with gable parapets, rendered chimneystack and cast-iron gutters and downpipes.  Painted rubble stone walls to left, painted rendered walls to centre and right sections, right section ruled-and-lined.  Timber one-over-one and two-over-two pane sliding sash windows with painted stone sills, having decorative render surrounds to central openings. Timber entrance screen with boarded door.  Attached two-bay single-storey rubble stone-built range to south with corrugated-iron roof and single-bay single-storey single-pitched end bay to south.  Detached three-bay single-storey barrel-roofed outbuilding, built c. 1920, to west.  Roughcast rendered garden wall with gate-piers to site.",,1870,1890,Regional,house,81253,134550,481229,634599,52.44992961,-9.74734088,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/21300908_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=KE&regno=21300908,SURV016
21300909,Rattoo House,,,,,RATTOO,Kerry,KE,KE,"Detached five-bay two-storey Venetian Gothic Revival style house, built c. 1860, incorporating fabric of earlier house, built 1836.  Comprising three-bay two-storey recessed central block having trefoil-headed openings, single-bay single-storey gabled projecting porch, single-bay two-storey hipped gabled advanced flanking end bays and single-bay side elevations having canted bay window to south with gablet over.  Pitched artificial slate roofs with half-hipped gables and ashlar chimneystacks.  Rubble stone walls with ashlar dressings.  Arched niches surround facade openings, with trefoil arches at first floor, timber two-over-two pane sliding sash windows set in square-headed windows, bay window at ground floor south wall.  Off-centre gabled ashlar porch.  Remains of detached four-bay single-storey rubble stone-built single-cell medieval abbey, built c. 1600, to east, now ruinous.  Gateway, built c. 1860, to south-east comprising pair of cut-stone piers with cast-iron inner piers having cast-iron gates and railings.",,1850,1870,Regional,house,87937,133743,487912,633792,52.4440927,-9.648800768,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/21300909_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=KE&regno=21300909,SURV016
21300910,,,,,,BALLINBRANHIG,Kerry,KE,KE,"Detached three-bay single-storey Local Authority house with dormer attic, built c. 1910, with single-bay single-storey gabled projecting porch to right.  Pitched and half-hipped artificial slate roof with rendered chimneystack, projecting eaves and verges, and having cast-iron gutters and downpipes.  Painted rendered walls.  Timber two-over-two pane sliding sash windows with painted stone sills.  Projecting gabled porch with timber boarded door with overlight.  Rubble boundary wall and piers with wrought-iron gate.",,1900,1920,Regional,house,85547,132773,485522,632822,52.43488004,-9.683602217,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/21300910_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=KE&regno=21300910,SURV016
21300911,The Acres,,,,,CORBALLY (CL. BY.),Kerry,KE,KE,"Detached six-bay single-storey thatched house with half-dormer attic, built c. 1865, possibly originally four-bay.  Comprising four-bay single-storey main block with single-bay single-storey advanced porch and single-bay single-storey higher advanced end bays with half-dormer attics.  Extended to north-west, with three-bay single-storey flat-roofed return.  Three pitched thatched roofs at varying levels with roughcast rendered chimneystack and gable parapets.  Limewashed random rubble stone walls.  Timber two-over-two pane sliding sash windows with painted sill, some paired.  Projecting brick door surround with replacement timber glazed double leaf door.  Single-pitched concrete shed at rear to south.",,1840,1890,Regional,house,85715,132548,485690,632597,52.43289587,-9.681060231,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/21300911_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=KE&regno=21300911,SURV016
21300912,Bushmount House,,,,,KNOCKERCREEVEEN,Kerry,KE,KE,"Detached five-bay two-storey over raised basement late-Georgian house, built c. 1810, door opening to centre approached by curved flight of steps.  Refenestrated and extended to north-west, with five-bay two-storey lean-to return having single-bay two-storey projecting bay to centre.  Pitched and hipped slate roof with lead ridge flashings and rendered brick chimneystack.  Single-pitched roof at rear.  Painted roughcast rendered walls.  Replacement aluminium windows with limestone sill.  Original four-over-eight pane timber sliding sash windows at basement.  Square-headed doorway with timber double-leaf door and having nosed limestone steps with curved flanking walls and limestone piers.  Retaining interior features.  Detached seven-bay two-storey rubble stone-built stable block, dated 1831, to north-west, originally with segmental-headed integral carriage arch.  Gateway, built c. 1810, to south comprising cut-stone piers.  Two-storey outbuildings with circular limestone plaque ""Domk Rice 1831"" and having ""built-in"" rain barrel adjacent to carriage opening.",,1800,1820,Regional,country house,85173,131985,485148,632034,52.42772153,-9.688835828,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/21300912_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=KE&regno=21300912,SURV016
21301002,Bedford House,,,,,BEDFORD,Kerry,KE,KE,"Detached seven-bay two-storey house, built c. 1790, now disused and derelict.  Renovated, c. 1860, with single-bay single-storey gabled projecting porch added.  Extended to north-east, c. 1930, comprising five-bay single-storey lean-to return with corrugated-iron roof.  Pitched and hipped slate roof with clay ridge tiles and having chimneystacks rising from rear eaves.  Limestone ashlar façade with eaves cornice.  Roughcast rendered rubble stone side walls with roughcast.  Rubble stone base to north gable.  Remains of mid-nineteenth century timber two-over-two panes sliding sash windows with limestone moulded sills, lintels and triple-keystones.  No windows to rear wall.  Projecting gabled porch with limestone stringcourse, c. 1860.  Retaining interior features.  Rubble walled enclosure to south-east.  Farmyard buildings remodelled or rebuilt.",,1770,1810,Regional,house,99217,137477,499190,637525,52.47982487,-9.484096136,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/21301002_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=KE&regno=21301002,SURV016
21400212,Saint Mary's Catholic Church,,The Square,,Listowel,LISTOWEL,Kerry,KE,KE,"Freestanding cruciform-plan double-height Gothic Revival style Roman Catholic church, built c. 1865, with six-bay double-height nave, six-bay single-storey lean-to aisles to east and to west elevations, single-bay double-height transepts to east and to west elevations, single-bay single-storey lean-to projecting porches to north elevations, single-bay single-storey flat-roofed chapels to east and to west gable ends, single-bay double-height lower polygonal apse to south gable end and entrance bay to north gable end, single-bay double-height chapel to north-west corner having polygonal west elevation and single-bay three-stage tower to north-east corner on a square plan.  Renovated internally in 1998.  Pitched slate roof to nave, lean-to artificial slate roofs to aisles with ashlar copings and finials.  Hexagonal spire to tower with lucarnes.  Rock-hewn snecked limestone walls with smooth finished dressings.  Stone tracery to pointed window openings and rose windows having limestone surrounds and hood mouldings.  Single lancets to tower.  Cinqfoil to entrance façade.  Stepped ashlar reveals to doorways with hood mouldings.  Main entrance flanked by pink marble pilasters.  Profiled roof with exposed trusses to interior.  Pointed arcades to aisles on polished black limestone columns.  Black and red quarry-tiled floor.  Timber moulded wainscoting.  Marble and mosaic gallery.  Mosaic-tiled walls to chancel and side chapels.  Gateway, built c. 1865, to north comprising six limestone ashlar Gothic Revival style piers with wrought-iron gas lamp holders having wrought-iron gates and railings.",,1860,1870,National,church/chapel,98991,133526,498964,633575,52.44429036,-9.486225798,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/21400212_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=KE&regno=21400212,SURV016
21400213,Castle Inn,23,The Square,,Listowel,LISTOWEL,Kerry,KE,KE,"Semi-detached three-bay two-storey over basement house with half-dormer attic, built c. 1820, with round-headed door opening to centre and three-centre-arched integral carriage arch to right ground floor.  Renovated, refenestrated and extended to rear to south-west, c. 1900, with single-bay three-storey flat-roofed lower return with dormer attic added.  Renovated, c. 1930, with façade enrichments added.  Pitched slate roof with clay ridge tiles, rendered chimneystacks and gabled half-dormers to front and rear added c. 1900 with slate cheeks and openwork bargeboards.  Painted rendered walls to ground floor.  Pebbledashed walls to upper floors.  Painted stone sills and render reveals to timber two-over-two pane sliding sash windows.  Render hood mouldings to ground floor openings.  Arched doorway with timber doorcase having four-panel door with fanlight and pilaster strips and cornice.  Three-centred arch to carriage arch having raised render voussoirs.  Section of cast-iron railings, c. 1900, to forecourt.  Semi-detached three-bay two-storey stone-built coach house, built c. 1820, to south-west, now ruinous.",,1810,1830,Regional,house,98973,133543,498953,633606,52.44456986,-9.486385357,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/21400213_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=KE&regno=21400213,SURV016
21400214,,24,The Square,,Listowel,LISTOWEL,Kerry,KE,KE,"Semi-detached three-bay two-storey over basement house, built c. 1820, with round-headed door opening to centre.  Pitched roof with rendered chimneystack, covering removed in 1998.  Painted roughcast rendered walls.  Limestone sills to timber tripartite windows.  Arched doorway nine-panel door having sidelights and iron fanlight, approached by limestone entrance steps with iron railings and gates.  Retaining interior features.  Semi-detached seven-bay two-storey stone-built coach house, built c. 1820, to south-west with three-centre-arched integral carriage arch to ground floor and series of round-headed openings to first floor having limestone ashlar voussoirs, now derelict.  Render rubble wall to street with limestone coping and cast-iron railings.",,1810,1830,Regional,house,98965,133564,498937,633613,52.44462993,-9.486630308,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/21400214_1.jpg,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=KE&regno=21400214,SURV016
